店名,地區,地址,電話,ID,類別
星洲總廚 Chef de Singapore,大角咀,大全街57號地下,3591 3326 / 5563 3325,1143,星馬菜
東歐餐廳 Ivan The Kozak,中環,雲咸街63號一樓,28511193,1144,西式
肥仔黎,元朗,鳳琴街15-21號鴻運中心地下12號舖,N/A,1145,台式
丼家和食,元朗,教育路71-79號京都閣地下,2343 3881,1146,日式
Tipple Bar,屯門,井財街21號協邦大廈地下10號舖,N/A,1147,酒吧
山下菓子,沙田,沙田車站圍1號Citylink零售層3號舖,91443401,1148,甜品
盒作蛋糕,online shop,https://www.instagram.com/hapzok.cake/,6025 2238 (Whatsapp),1149,餅店
花花糕餅,online shop,https://www.facebook.com/fafapastry/,N/A,1150,餅店
咕咕洛夫甜品,柴灣,祥利街29-30號國貿中心1306室,6112 1005,1151,甜品
Bagel Room,online shop,https://www.instagram.com/bagelroom/?hl=zh-hk,N/A,1152,快餐
Bagel For You,online shop,https://www.instagram.com/bagelforyou/,6603 1012 (Whatsapp),1153,快餐
Once You Go Craft,大角咀,博文街24號地舖,66824078,1154,酒吧
掌門精釀啤酒,尖沙咀,金巴利道64-66A順輝大廈1號舖,26561515,1155,酒吧
牛屋餐廳酒吧,佐敦,吳松街143號地下,27307197,1156,西式
Drunkerland,天后,銀幕街27號地下B舖,37021841,1157,酒吧
酒林,大角咀,利得街44號地舖,26383028,1158,日式
菓屋,葵涌,葵富路7-11葵涌廣場2樓 C76B,6933 3998,1159,飲品
茶理史,九龍城,賈炳達道113號地舖,N/A,1160,飲品
茶理史,土瓜灣,馬頭角道28號金都豪苑地下12號舖,N/A,1161,飲品
立濱,尖沙咀,宜昌街6號地下B舖,29581918,1162,日式
清心齋,將軍澳,常寧路2號TKO Gateway地下Food Lane EF11號舖,N/A,1163,中式
清心齋,沙田,德厚街3號禾輋街市地下M26號舖,N/A,1164,中式
清心齋,屯門,湖翠路1號蝴蝶廣場街市地下M215號舖,N/A,1165,中式
清心齋,深水埗,富昌邨南昌薈街市地下105號舖,N/A,1166,中式
清心齋,大圍,顯徑街市28號鋪,N/A,1167,中式
Chroma Cafe + Kitchen,觀塘,興業街19號明生工業大廈8樓,2341 2638,1168,Cafe
麥記美食 北角店,北角,堡壘街21-23號美嘉洋樓地下,28877851,1169,港式/ 茶餐廳
空中棋園,灣仔,軒尼詩道99號彰顯大廈11樓,25272882,1170,Cafe
Metal Bar,太子,西洋菜北街312號壽菊樓地舖,2392 0128,1171,酒吧
Craftissimo,上環,太平山街22-24號地舖,6274 3130,1172,酒吧
Club 71,中環,荷李活道67號地下,28587071,1173,酒吧
Shady Acres,中環,卑利街46號地下,N/A,1174,酒吧
女工合作社,沙田,大埔道香港中文大學中央校園范克廉樓地下,29943838,1175,Cafe
HK Brewcraft,中環,閣麟街15號國麟大廈4樓,5925 2739,1176,Cafe
賣点 MY.DEA,銅鑼灣,耀華街26號地舖,25770809,1177,酒吧
和吧,大角咀,杉樹街3-11號德安樓地下2號舖,N/A,1178,日式
Flat 61,銅鑼灣,怡和街2-6號英光大廈13樓,25040433,1179,酒吧
Spark Bar & Restaurant,中環,蘭桂坊雲咸街29號LKF 29 4樓,35211666,1180,酒吧
日の出食堂,馬鞍山,鞍誠街28號富輝商場1樓13號,55775248,1181,日式
Call Me Chef,觀塘,開源道60號駱駝漆大廈3座4樓T號舖,22860833,1182,西式
山東小城,大角咀,埃華街101號大衛樓地下A1號舖,92963884,1183,中式
草民,尖沙咀,厚福街12-12A號藍馬商業大廈9樓,66932896,1184,Cafe
橙皮咖啡,火炭,樂景街2-18號銀禧花園開心市集地下4號舖,92226070,1185,Cafe
有得餃水餃專門店美食車,敬請查詢,unknow…...,N/A,1186,港式/ 茶餐廳
大街小館,佐敦,吳松街93-103號德利樓地下C舖,68911801,1187,甜品
萬有粉麵,天水圍,天澤邨商場地下天澤街市TC7號鋪萬有粉麵,N/A,1188,港式/ 茶餐廳
幸福堂 太子>店,太子,弼街51號明發大廈地下A號舖,N/A,1189,飲品
和平燒味飯 Siu Mei Fan,灣仔,皇后大道東77號地下,2267 0199,1190,港式/ 茶餐廳
GOTTHARD BASE Restaurant & Lounge,北角,堡壘街7號地下1號舖,2267 2988,1191,酒吧
餃子店,大角咀,大角咀道157號中美樓地下,23968116,1192,小食
泰皇閣泰國菜館,九龍城,衙前塱道15號地舖,23820900,1193,泰式
日常小館 Quotidian Bistro,柴灣,小西灣道18號富景商場地下3號舖,68183759,1194,西式
DOSE,中環,卑利街28號地舖,27926588,1195,Cafe
鳳鳴石磨腸粉,觀塘,開源道68號觀塘廣場地下G34號舖,24886928,1196,小食
HERE is a PUB,尖沙咀,赫德道12-14號地下A號舖,23162829,1197,酒吧
黑布小巷,旺角,黑布街104號地下D號舖,92287113,1198,飲品
Sweet Dream 甜。夢,深水埗,欽州街37K西九龍中心7166-7167號舖,N/A,1199,甜品
Bunphant Cake,觀塘,成業街成業工業大廈10樓14室,9161 4627,1200,餅店
M Patisserie,黃竹坑,業勤街35號金來工業大廈第一期21樓L室,,1201,餅店
本。燒鳥日本酒屋,大坑,布朗街21號A地下,26887007,1202,日式
Dough Kitchen,大坑,布朗街21B號地下,26887008,1203,西式
禮食品市場,九龍灣,常悅道20號環球工商大廈9樓20室,61734178,1204,其他
果然德,深水埗,黃竹街15號地下E2號舖,91566427,1205,小食
泰Yummy,元朗,教育路83號元達樓地下2號舖,24434560,1206,泰式
亞玉冰室,元朗,西裕街17號民康大廈地下4-5號舖,26761908,1207,港式/ 茶餐廳
B.K Bakery,online shop,https://www.facebook.com/pages/category/Shopping---Retail/BK-Bakery-101671684666197/,90349578,1208,餅店
熾工房,長洲,建新里9號地舖,28511299,1209,小食
竜匠燒物料理,灣仔,摩利臣山道41號地舖,36197608,1210,日式
嘉多利餅屋,佐敦,文苑街1-23號文英樓地下1號舖,26828019,1211,餅店
嘉多利餅屋,何文田,窩打老道69號地下C2號舖,27611123,1212,餅店
Here,大埔,安慈路4號昌運中心地下A10號舖,5702 1627,1213,小食
茶一,北角,英皇道153號A地下B2號舖,66538296,1214,飲品
嘉多利天然酵母手作麵包店 Kadorar et Levain,油麻地,碧街54號地下,2988 8018,1215,餅店
光榮美食,葵芳,盛芳街37號地下,N/A,1216,港式/ 茶餐廳
光榮美食,九龍灣,常悅道23號地下,N/A,1217,港式/ 茶餐廳
光榮茶記,九龍灣,工業中心地下6號,23929800,1218,港式/ 茶餐廳
魚願以嚐,側魚涌,英皇道933號御皇台地下11號舖,27881228/55028165 (WhatsApp),1219,日式
雞蛋屋,旺角,彌敦道577號高氏大樓2樓A室,N/A,1220,台式
sensory ZERO,尖沙咀,廣東道3號海港城馬哥孛羅香港酒店G樓連卡佛,21186090,1221,Cafe
sensory ZERO,黃竹坑,香葉街2號One Island South G01號舖,25116011,1222,Cafe
sensory ZERO,灣仔,港灣道6-8號瑞安中心1樓103號舖,21949933,1223,Cafe
聚味軒,九龍城,獅子石道40號福聯樓地舖,23963383,1224,火鍋
元祖沾麵專門店,尖沙咀,厚福街5-6號多富閣地下5號舖,37098140,1225,日式
Nomscake,online shop,https://www.instagram.com/nomscake/?hl=zh-hk,51092269 (C) /67998979 (T) WhatsApp,1226,餅店
茶滿滿,旺角,彌敦道688號旺角中心一樓F84號舖,2650 4838,1227,飲品
嘆甜品,屯門,青菱徑3號東威閣地下G02號舖,36197598,1228,甜品
HANDS - Craft Beer & Magic,太子,大南街27-31號富威閣地下1-2號舖,6465 5508,1229,酒吧
一起食堂,中環,域多利皇后街2號地舖,6722 1639,1230,日式
鰹烏冬,長沙灣,元洲街450/464號寶華閣地下4號舖,5226 2241,1231,日式
鰹烏冬,觀塘,開源道60號駱駝漆大廈3期11樓O室,5227 2241,1232,日式
居蘆,土瓜灣,北帝街147號地舖,28660296,1233,日式
問卷手卷專門店,葵芳,葵富路7號葵涌廣場地下A48B號舖,60277838,1234,日式
甜甜屋,西灣河,西灣河街110號地下B舖,25131298,1235,甜品
福元湯圓,炮台山,福元街7號利都樓地下I-1舖,31060129,1236,甜品
語菓,九龍灣,牛頭角道77號淘大商場2期2樓S7號舖,53333060,1237,台式
叁嘗Sheep and pig,天后,歌頓道1號DIVA地下1A號舖,68488786,1238,Cafe
Route 83,大埔,廣福道83號地舖,2638 4138,1239,西式
Hygge Bar,尖沙咀,漆咸道南 29號溫莎大廈地下2-3號舖,2956 3818,1240,酒吧
CookHouse,粉嶺,聯和墟聯和道9號地舖,2677 8181,1241,西式
樂湖刀削麵,天水圍,天湖路1號嘉湖新北江商場1樓C41B舖,6933 3594,1242,港式/ 茶餐廳
堅石燒,旺角,彌敦道565-567號銀座廣場LG樓,2386 1002,1243,韓式
Necole La Patissiere,屯門,新合里2號永善工業大廈,5545 5481,1244,甜品
東喜茶 屯門>店,屯門,屯利街1號華都花園3樓華都大道2B-15號舖,2819 3318,1245,飲品
堅韓牛 韓燒火鍋雙放題,旺角,彌敦道726號16樓,2111 0753,1246,韓式
Ruggers,銅鑼灣,耀華街6號地下,27777638,1247,酒吧
Ruggers,銅鑼灣,耀華街28號地下,21522117,1248,酒吧
島中坊研,長洲,中學路16號地下,5480 6627,1249,Cafe
茶痴,上環,文咸東街14號地舖,6299 9388,1250,飲品
茶理史,牛頭角,馬蹄徑1號寶恩大廈地下1號舖,61795895,1251,飲品
八麵館,天水圍,天湖路1號嘉湖新北江商場1樓C42B號舖,93044175,1252,港式/ 茶餐廳
幸福駅 Sweet Bandott,旺角,彌敦道639號雅蘭中心地下LA1號舖,22345116,1253,Cafe
老闆娘雲南米線,荃灣,曹公街8號香車街熟食中心3樓28-29號舖,98421971,1254,港式/ 茶餐廳
蟹仙海鮮私房．蒸氣石碢,尖沙咀,天文台圍2號環海大廈2期地舖,91368969,1255,火鍋
Mamaday,尖沙咀,加連威老道29號信基商業中心2樓,23456856,1256,Cafe
Book B Kitchen Mealmeal,荃灣,白田壩街45號南豐紗廠六廠1樓111號舖,N/A,1257,西式
一冰廳,土瓜灣,長寧街53號地舖,23339835,1259,港式/ 茶餐廳
小蜜蜂果汁店,土瓜灣,北帝街65號地下,N/A,1260,飲品
友利坊,新蒲崗,康強街21-23號地舖,2338 6830,1261,港式/ 茶餐廳
黃金冰室,深水埗,欽州街55號地舖,2816 6608,1262,港式/ 茶餐廳
黃金冰室,深水埗,北河街134-136號銀河大廈地下B號舖,2816 6128,1263,港式/ 茶餐廳
黃金冰室,葵涌,石蔭路85-97號光輝樓地下C-E號舖,2816 6660,1264,港式/ 茶餐廳
黃金冰室,長沙灣,順寧道253-263號恆寧閣地下,2816 6016,1265,港式/ 茶餐廳
龍城冰室,油麻地,廣東道883號祥發大廈地下13號舖,60619694,1266,港式/ 茶餐廳
敬文書院餐廳,香港中文大學,香港中文大學敬文書院地下,2109 0170,1267,港式/ 茶餐廳
繼光香香雞 葵涌店,葵涌,葵富路7-11號號 樓 303A 舖葵涌廣場3座,2595 5698,1268,小食
德川,大埔,大埔墟廣福道114號地下6B舖,9804 8483,1269,日式
築匠,大角咀,鐵樹街9號金旺閣地下,6352 5355,1270,日式
Green Door Coffee,尖沙咀,嘉蘭圍三號地下G3號舖,5226 1426,1271,Cafe
時代冰室,馬鞍山,西沙路632號頌安商場1樓113號舖,23861366,1272,港式/ 茶餐廳
時代冰室,九龍灣,常悅道20號環球工業大廈地下1B號舖,23336887/23336890,1273,港式/ 茶餐廳
時代冰室,炮台山,英皇道165-175號公主大廈地舖,25051773 / 37059570,1274,港式/ 茶餐廳
榮熙茶餐廳,大角咀,大全街35-37號地舖,2337 5608,1275,港式/ 茶餐廳
CHI Tachinomi,中環,7號碼頭地下A號舖,28550588,1276,串燒
Liberty Coffee & Wine,旺角,窩打老道33號,9346 3698,1277,酒吧
The Espresso Room,九龍灣,宏照道17號康大電業大廈地下,62895309,1278,Cafe
茶檔,中環,機利文新街20號永康樓地下,22858900,1279,港式/ 茶餐廳
逸東軒,佐敦,彌敦道380號香港逸東酒店B2樓層,27101093,1280,中式
蟲二,旺角,上海街618號頂樓,92209785,1281,Cafe
#Coffee,西環,西營盤高街99號地下B舖,28966683,1282,Cafe
博多拉麵別天神,尖沙咀,彌敦道100號The ONE LG1樓,34881321,1283,日式
加藤屋,慈雲山,毓華街23號慈雲山中心地下1-3號舖,27629968,1284,日式
茶房別天神,太古,康山道1-2號康怡廣場南座AEON2樓,34881302,1285,日式
大良鴻輝記,荃灣,川龍街8號,24197711,1286,港式/ 茶餐廳
Pause It,旺角,山東街84號地下,23482138,1287,Cafe
Stone Fit Club & Cafe,上水,新樂街32號1樓,91615053,1288,Cafe
Futurus Gourmet,九龍城,打鼓嶺道49號地下,23838709,1289,Cafe
泰簡單,銅鑼灣,謝斐道517號總統戲院頂樓,28382896,1290,泰式
海南小廚,天水圍,天湖路1號嘉湖新北江商場1樓D5號舖,21857592,1291,星馬菜
海盜灣長洲>,長洲,西灣贊端路13號地舖,96640699,1292,西式
曜嚐,西灣河,筲箕灣道57-87號太安樓地下A33A號舖,65650232,1293,台式
淼卷,天水圍,天湖路1號嘉湖新北江商場二期1樓F9B號舖,36145102,1294,日式
頌富美食,天水圍,天華路33號T Town North地下T Town頌富市場,6700 9021,1295,小食
德記潮州魚蛋牛雜粉麵,天水圍,天瑞路9號天瑞商場地下天瑞街市T46號舖,26577898,1296,港式/ 茶餐廳
麵膳,天水圍,天湖路1號嘉湖新北江商場1樓C45B舖,28852801,1297,港式/ 茶餐廳
Heima Heima,長洲,贊端路25號地舖,6078 3417,1298,Cafe
Rerere1001日式串燒,銅鑼灣,渣甸街66號亨環22樓,95411221,1299,串燒
Watering Hole,中環,蘭桂坊7號地舖,N/A,1300,酒吧
Viet Dating,上環,永樂街87號泰達大廈地下4號舖,6180 7715,1301,越南菜
Poke'n Roll,灣仔,港灣道26號港灣道花園地下快餐亭,6553 3254,1302,西式
LaLa mama's,南丫島,沙埔舊村27號地下,9759 2553,1303,Cafe
貓之戀曲,銅鑼灣,新會道6~10號Solo迷你工作坊地下95號鋪,N/A,1304,Cafe
越僑,中環,租庇利街鐵行里12號地下,2526 0874,1305,越南菜
BRICK LANE,金鐘,添美道1號中信大廈4樓404號舖,23632500,1306,Cafe
BRICK LANE,銅鑼灣,禮頓道111號利園第六期地下G01號舖,2736 8893,1307,Cafe
森港客家菜,粉嶺,聯和墟街市熟食中心2樓6號舖,66829647,1308,中式
BRICK LANE Deli,沙田,沙田正街18號新城市廣場一期1樓126號舖,2111 0480,1309,Cafe
糖山莊,屯門,鄉事會路2A號 H.A.N.D.S N區1樓N-113號舖,37053023,1310,甜品
BRICK LANE Gallery,尖沙咀,棉登徑17-23號地下,2721 0628,1311,Cafe
Paper & Coffee,九龍塘,香港浸會大學邵逸夫大樓4樓,2483 2456,1312,Cafe
三才魚旦火鍋食店,將軍澳,貿業路8號新都城中心2期地下36號舖,34866908,1313,火鍋
Pillowtalk Restaurant & Bar,屯門,青棉徑5號金寶大廈地下6號舖,29675997,1314,酒吧
Tipsy Tap,尖沙咀,柯士甸路5號地舖,68829840,1315,酒吧
水門泰式海南雞飯專門店,屯門,鄉事會路112-140號雅都商場Go Go Mall1樓S77號舖,N/A,1316,星馬菜
最雞,石硤尾,偉智里2號金玉大廈地下205號舖,53623865,1317,西式
AP Coffee,鴨脷洲,鴨脷洲大街54號地下,98849231,1318,Cafe
新一天粉麵,大埔,鄉事會街8號大埔墟街市及熟食中心2樓CFS06號舖,61896219,1319,港式/ 茶餐廳
ATMA,上水,上水圍文閣村46號,66982085,1320,Cafe
阿木台灣麵,旺角,廣華街8號地舖,23119922,1321,台式
可樂鴨,紅磡,德民街29號地下F2號舖,N/A,1322,小食
美味坊,西環,石塘咀皇后大道西470號石塘咀市政大廈2樓熟食中心C2號舖,N/A,1323,港式/ 茶餐廳
西貢松記車仔麵,西貢,福民路高勝樓19-21號地下,27929172,1324,港式/ 茶餐廳
點鍋,旺角,西洋菜街1號兆萬中心3樓301舖,62010077,1325,火鍋
FAB Kitchen,荔枝角,長沙灣道883號億利工業中心7樓704號舖,23712777,1326,西式
Gold Water,大角咀,惠安街2-6號一盛大廈地下8號舖,敬請預約,1327,西式
Lab 10,旺角,亞皆老街8號朗豪坊10樓26號舖,24786388,1328,韓式
Monopoly Catering,黃竹坑,黃竹坑道46號新興工業大廈4樓402號舖,62700792,1329,西式
119 Italio Restaurant & Bar,太子,基隆街119號地舖,23388224,1330,酒吧
茶星人,屯門,湖秀街2號悅湖山莊商場地下110號舖,63373578,1331,飲品
泰亞箂海南雞專門店,荔枝角,長沙灣道883號億利工業中心地下6A6號舖,34991532,1332,泰式
Courage Eighteen,尖沙咀,麼地道63號好時中心地下55號舖,26820665,1333,西式
小食•棠,慈雲山,翠鳳街2-4號地下F號舖,56826902,1334,小食
帕比安紅茶書室,旺角,花園街62號1樓,62047863,1335,Cafe
九份茶舍,屯門,青海圍2號萬寶商場地下5號舖,N/A,1336,飲品
泰灜,佐敦,吳松街141號地舖,28699986,1337,泰式
嗎哪餐廳,觀塘,翠屏道11號觀潮浸信會1樓,65233217,1338,Cafe
#What the food,將軍澳,常寧路2號TKO Gateway東翼Foodlane地下EF24號舖,61682611 (WhatsApp),1339,Cafe
下站帖,尖沙咀,加連威老道41A-41B號興明樓地舖,26089809,1340,飲品
丼瀛,觀塘,駿業街56號中海日升中心1樓B號舖,37088705,1341,日式
旺囍車仔麵,旺角,豉油街11-17號萬利商業大廈地下4-5號舖,35834233,1342,港式/ 茶餐廳
Oddies,中環,歌賦街45號地舖,27502111,1343,甜品
The Grove,大圍,田心村269號地下,36172868,1344,西式
普慶餐廳,佐敦,彌敦道380號香港逸東酒店B1樓層,27101901,1345,西式
Bold Italic,觀塘,開源道60號駱駝漆大廈3座3樓P室,28507333,1346,西式
Flying B Coffee,葵涌,和宜合道138-172號瑞景大廈地下15號舖,N/A,1347,Cafe
ÍAÇA Superfood Bar,灣仔,巴路士街17-21號樂景大樓地下4號舖,63584013,1348,酒吧
尖茶,屯門,屯利街1號華都商場地下7號舖,N/A,1349,飲品
食好啲Kitchen Z.O.D.(灣仔店),灣仔,交加里51號保和大廈地下12號舖,37053886 / 55938368 (Whatsapp),1350,日式
本佐日本燒肉料理,尖沙咀,赫德道4號TheHART 3樓,28871028,1351,日式
御の味Kappou UO n,灣仔,軒尼詩道256號The Hennessy 3樓,28363330,1352,日式
酷廚 KOOL,荔枝角,長順街15號D2 Place二期1樓110-111號舖,35720051,1353,西式
小食皇,筲箕灣,筲箕灣東大街76A號地下2A號舖,56288062,1354,港式/ 茶餐廳
味力曼谷,深水埗,欽州街37號西九龍中心8樓8F03-04號舖,N/A,1355,泰式
Ehonia,銅鑼灣,軒尼詩道500號希慎廣場9樓1號舖,21529826,1356,西式
蜜瓜爺爺,太子,界限街12號地下A號舖,62022872,1357,飲品
海膽屋,上環,永樂街28-34號東成商業大廈地下A舖,24092409,1358,日式
台風。R,灣仔,駱克道389號地下,34602102,1359,日式
雅高·33,荃灣,沙咀道328號寶石大廈地下21號舖,23411388,1360,西式
壹碗壹碟,筲箕灣,東大街28-40A號東興大廈地下2號舖,23381680,1361,港式/ 茶餐廳
高佬明食店,上水,新成路123號,26703987,1362,港式/ 茶餐廳
Seasons Restaurant & Bar,佐敦,吳松街157號地,27360885,1363,酒吧
小酒窩餐廳,佐敦,廟街283號寶發大廈地下2號舖,23142022,1364,印度菜
& green,紅磡,愛景街8號海濱南岸地下1B號舖,2735 8789,1365,Cafe
Home Court Cafe & Bar,觀塘,海濱道133號萬兆豐中心地下3號舖,N/A,1366,酒吧
賞糖,上水,新成路125號地舖,22646638,1367,甜品
Y Show Tasty,尖沙咀,厚福街8號H8 12樓,23212112,1368,西式
八福,旺角,通菜街71號,23983350,1369,日式
小曼谷泰國美食,元朗,教育路50號兆明樓地下A號舖,27167800,1370,泰式
小曼谷泰國美食,九龍城,南角道9-11號地下,27167828,1371,泰式
小曼谷海鮮燒烤屋,九龍城,太子道西398號御太子地下1-3號舖,27167868,1372,泰式
小曼谷海鮮燒烤屋,九龍城,衙前塱道1A地下,27167868,1373,泰式
小曼谷泰國美食站,銅鑼灣,謝斐道535號Tower 535地庫B02舖,27167818,1374,泰式
Peace Cafe,尖沙咀,漢口道19-21漢宜大廈2樓B室,97904547,1375,Cafe
家賀屋刺身寿司專門店,灣仔,灣仔道83號1樓,28366466,1376,日式
616牛肉火鍋專門店,北角,建華街16號俊文樓地下A號舖,65158906,1377,火鍋
有咸有甜,樂富,聯合道198號樂富廣場UG3號舖,23380577,1378,甜品
三和茶餐廳,樂富,聯合道198號樂富廣場匯富坊,27944988,1379,港式/ 茶餐廳
齊柏林熱狗店 Zeppelin Hot Dog Shop,天水圍,天靖街3號天盛商場地下天盛街市M417號舖,57229251,1380,快餐
八道餐廳,慈雲山,毓華街74-80A號嘉華大厦地舖,28081996,1381,港式/ 茶餐廳
三友屋,慈雲山,毓華里24號A地下,65112328,1382,港式/ 茶餐廳
鮨葵,上水,新祥街4號地舖,90626912,1383,日式
金囍冰室,大圍,積輝街14-18號金禧花園商場1樓115號舖,22760004,1384,港式/ 茶餐廳
616牛肉火鍋專門店,天后,威非路道9號海閣洋樓地下C號舖,84812016,1385,火鍋
616牛肉火鍋專門店,大埔,翠怡街3號翠怡花園B座地下18號舖,35656878,1386,火鍋
老虎岩(第6座)潮式粉麵咖啡,大埔,東昌街6-16號地下F舖,26389933,1387,港式/ 茶餐廳
Take Mori Food,火炭,坳背灣街49號協力工業中心6樓12室,56064382,1388,西式
小城大廚,長沙灣,李鄭屋村商場平台3樓307,5423 9699,1389,西式
小皇國甜品,旺角,山東街36A地下 (朗豪坊停車場出口對面),34282282,1390,甜品
不見不散,元朗,洪水橋洪堤路8號雅珊園地下7號舖,53333071,1391,Cafe
五月星牛肉麵,觀塘,開源道60號駱駝漆大廈3座11樓F室,34603839,1392,台式
味,深水埗,青山道9-15號富臨門大廈地下3-4號舖,3705 3585,1393,日式
Waffle Corner,葵芳,葵富路7號葵涌廣場2樓2020號舖,9022 7704,1394,甜品
五餅二魚美食料理,觀塘,偉業街221號美德工業大廈C座二樓,26644120,1395,到會
忠輝燒鵝專門店,元朗,又新街27-29J號建威大廈地下6號舖,22546488,1396,港式/ 茶餐廳
刈Bao台式創意小食,葵芳,葵富路7號葵涌廣場3樓TOP世界3069-T26&T27號舖,N/A,1397,台式
少店主,長洲,大新後街102號地下,29810236,1398,西式
Fat Belly Butcher & Gin House,大埔,東昌街6-16號東昌閣地下A舖,26634881,1399,酒吧
友光記,柴灣,柴灣道350號樂軒臺地下303號舖,N/A,1400,小食
台茶小食,荃灣,蕙荃路22-26號綠楊坊1樓F19B號舖,N/A,1401,小食
平發潮州館,長沙灣,元州街231-247號潤發大廈地下B3鋪,36166018,1402,中式
吃吧,旺角,彌敦道566-568號僑建大廈2樓2室,61277112,1403,西式
米拉,觀塘,成業街7號東廣場地下45號舖,26829899,1404,飲品
活水和風食堂,長沙灣,福華街571號曉悅地下3號舖,23181318,1405,日式
啡寮,長洲,新興街4號地下,55088369/66995892,1406,Cafe
Jariya Thai food,筲箕灣,西灣河街23號富欣閣地舖,26682650,1407,泰式
Jeffy’s Kitchen,西環,堅尼地城吉席街99號添利閣地下3號舖,66512829,1408,西式
瀧茶,將軍澳,毓雅里9號慧安商場地下A48號舖,N/A,1409,飲品
路邊大排檔,元朗,錦田公路市政街市熟食中心4號舖,92731032,1410,港式/ 茶餐廳
御勝牛,何文田,勝利道地下12號舖,N/A,1411,小食
凱泰船屋,黃大仙,竹園道15號竹園廣場竹園街市地下93號舖,94553503,1412,泰式
食住上,黃大仙,竹園道15號竹園廣場地下竹園市場CY95號舖,66850559,1413,港式/ 茶餐廳
大噢,大澳,大澳街市街1號地舖,N/A,1414,甜品
Waffle Corner,長沙灣,東京街12號麗閣商場地舖,N/A,1415,甜品
在水一坊,長洲,新興街12號地下,29914599,1416,甜品
侘寂珈琲喫茶,尖沙咀,西九文化區藝術公西九龍博物館道22號地下GF-05舖,25111929 / 52828432,1417,Cafe
壹小店 One Little Room,觀塘,偉業街93號地舖,56164515,1418,西式
CoCo Espresso,中環,士丹利街50號信誠廣場地下D舖,26632884,1419,Cafe
麵一流,深水埗,青山道62b號地下,35909238,1420,港式/ 茶餐廳
第三站,旺角,旺角洗衣街39號金雞廣場25樓08-09室,N/A,1421,西式
便當媽媽,西環,薄扶林道29C-D廣德樓地下A2舖,9165 0371,1422,台式
榴槤樂園 Durian Land,尖沙咀,金巴利道92號地舖,92838108,1423,甜品
榴槤樂園 Durian Land,元朗,建業街56-60號聯發洋樓地下8A舖,N/A,1424,甜品
榴槤樂園 Durian Land,天后,電氣道35號凱旋大廈地下K號舖,N/A,1425,甜品
林昌記辰昌小食,油塘,鯉魚門廣場街巿地下74號舖,5622 5665,1426,小食
標記樂園潮州粉麵菜館,旺角,通菜街12-14號地下,62433843,1427,港式/ 茶餐廳
金禾,中環,威靈頓街108-110號地舖,61629322/2838 9730,1428,港式/ 茶餐廳
耀東號,柴灣,柴灣道111號高威廣場87號地舖,23887999,1429,港式/ 茶餐廳
臻.茶 深水埗店,深水埗,福華街132-134號地下C2A號舖,52397769,1430,飲品
悠蔬食,銅鑼灣,渣甸街50號渣甸中心25樓,35656393,1431,素食
令和鍋物酒場,旺角,彌敦道613號飛達商業中心1樓,24811388,1432,日式
今井,葵涌,禾塘咀街85號葵和大廈地下10A號舖,N/A,1433,日式
豐衣足食 葵盛店,葵涌,葵盛圍63號葵盛東商場地下葵盛東街市5號舖 (此店與葵芳豐衣足食為兩間唔同店),97464895,1434,小食
一麵之交,葵涌,葵盛圍63號葵盛東商場地下葵盛東街市3-4號舖,97464895,1435,港式/ 茶餐廳
大渣哥茶記,九龍灣,常悅道21號The Eastmark地舖,25551996,1436,港式/ 茶餐廳
稻八日式火鍋炸物放題,大埔,舊墟直街4-20號美新大廈地下A2號舖,35655031,1437,日式
閨•家,北角,蜆殼街6-16號寶榮大廈地下F號舖,56661316,1438,港式/ 茶餐廳
銘陽車仔麵,荃灣,路德圍40號地舖,28868099,1439,港式/ 茶餐廳
越發地道河內料理,旺角,砵蘭街99號地舖,68848898,1440,越南菜
創記小食店,葵芳,盛芳街10A號地下,24272885,1441,小食
魚目混珠,沙田,石門安群街1號京瑞廣場二期1樓101A21號舖,98679829,1442,台式
泰讚了,葵芳,葵富路7號葵涌廣場3樓TOP世界3069-T8號舖,N/A,1443,泰式
光榮冰室,旺角,花園街3-5號鴻威大廈12-13號鋪,N/A,1444,港式/ 茶餐廳
鍋心粥底火鍋,佐敦,德成街1-5號康源閣地下A-B舖,28862012,1445,火鍋
築地日本料理 中環店,中環,結志街46號地下,25423802,1446,日式
味の源鮮榨果汁Joyful Juice & Fruit,太子,太子道西171號別樹一居地下2號舖,25661368 / 66006193,1447,飲品
What's Cafe,長沙灣,營盤街147號天悅廣場地下B2號舖,39562336,1448,Cafe
一豆花 黃埔店,紅磡,船澳街99V號黃埔新邨第4期地下7C-6C號舖,96039851,1449,小食
Nuttea,觀塘,偉業街223-231號宏利金融中心一樓9號鋪,6888 9059,1450,飲品
鍋心粥底火鍋,深水埗,順寧道29-39號新寧閣A-C號地舖,28862114,1451,火鍋
鍋心粥底火鍋,大圍,積存街14號地下,28862884,1452,火鍋
鍋心粥底火鍋,北角,和富道96-110號僑裕大廈地下1號舖,28862449,1453,火鍋
鍋心粥底火鍋,元朗,安寧路38號世宙第三座地下23號舖,28861997,1454,火鍋
鍋心粥底火鍋,大圍,積存街18號地下,28862884,1455,火鍋
鍋心八鮮蒸鍋,太子,花園街207-209號地舖,28862334,1456,火鍋
鍋心八鮮蒸鍋,觀塘,馬蹄徑5號寶峰大廈地下及1樓,28862356,1457,火鍋
鍋心海鮮燒,佐敦,吳松街88-90號地舖,28864332,1458,串燒
