店名,地區,地址,電話,ID,類別
嘆杯茶 Tea Gather,黃大仙,蒲崗村道59號地下F2舖,28389919,572,飲品
素悅軒,荃灣,兆和街25號海晴軒15號舖,34864428,573,素食
Chiller,土瓜灣,馬頭角道50號迎豐地下18號舖,97130158,574,快餐
隱居,將軍澳,坑口村6號地下A舖,23117900,575,日式
Y2 Cakes 怡和園蛋糕,荃灣,橫龍街43-47號龍力工業大廈18樓7室,3480 8628 (Tel) / 9310 4170 (Whatsapp),576,餅店
大統領,粉嶺,聯和墟和隆街1號地舖,26778976,577,日式
咖啡賞館 Browny Cafe,荃灣,西樓角道202-216號荃昌中心昌寧商場地下66A號舖,68210145,578,Cafe
筷賞 CHOP CHOP,將軍澳,常寧路2號TKO Gateway地下EF06號舖,23509309,579,港式/ 茶餐廳
吉壹野,葵芳,盛芳街17號地舖,N/A,580,日式
娘惹嫁到,荃灣,怡樂街1-5號海濱花園第22座海裕閣地下108號舖,55430417,581,泰式
拉麵台風,荃灣,大河道81號寶成樓地下7號舖,24197717,582,日式
楓食堂,馬鞍山,恆信街2號富安花園商場地下18B10號舖,34802927,583,日式
梅子貓舍,觀塘,成業街15-17號成運工業大廈14樓3室,91287239,584,Cafe
泰金國,九龍城,衙前圍道36號A地舖,97519002,585,泰式
90s Lazy,旺角,亞皆老街83號先施大廈4樓401號舖,67446315,586,Cafe
魚鈁,深水埗,欽洲街58號米蘭軒1樓及地下F號舖,29676768,587,火鍋
威記美食,灣仔,交加里51號保和大廈地下M號舖,N/A,588,小食
舒房,北角,丹拿道60號丹桂閣地下1A舖,24888011,589,Cafe
Haven,灣仔,麥加力歌街17號地下,2891 3710,590,酒吧
迦南鍋,深井,深井村68號地舖,23370309,591,火鍋
阿貓地攤,銅鑼灣,富明街2-6號寶明大廈3樓D-E室,2710 9953,592,Cafe
茶理史,灣仔,軒尼詩道288號英皇集團中心地下G08號舖,90360326,593,飲品
樂林小鍋米線,側魚涌,濱海街11號地舖,25611948,594,港式/ 茶餐廳
大街小館,黃大仙,銀鳳街16號地舖,23266603,595,甜品
多多車仔麵,大埔,安泰路1號大埔廣場地下56號舖,36194682,596,港式/ 茶餐廳
jenjen.bakerylove,九龍灣,宏開道15號九龍灣工業中心6樓10號舖,N/A,597,餅店
鮮芋仙,銅鑼灣,登龍街18號V Point 地下1號舖,25661318,598,甜品
再興燒臘飯店,灣仔,軒尼詩道265-267號地下C座,25196639,599,港式/ 茶餐廳
象月-泰式休閒餐廳,大埔,舊墟直街9號粵發大廈地下3號舖,22858861,600,泰式
茶墨,尖沙咀,彌敦道100號The ONE 4樓L411號舖,N/A,601,飲品
紅煮意,油麻地,新填地街151號俊逸豪園1樓B座(後座入口/油麻地警署斜對面),21161615,602,西式
Viva Pasta,銅鑼灣,糖街15-23號銅鑼灣中心商場2樓201號舖,28871828,603,西式
滿粥順德粥底海鮮火鍋,新蒲崗,景福街79號地舖,98849484,604,火鍋
滿茶,新蒲崗,爵祿街72號地舖,91650570,605,飲品
渣哥一九九六,九龍灣,偉業街33號德福廣場一期P41號舖,N/A,606,小食
豚道樂,紅磡,黃埔天地百合苑商場(第9期) 地下九號水產G2號舖,23948899,607,日式
我愛慢煮,上環,普慶坊18號地下G2號舖,24680090,608,西式
職人食事,觀塘,開源道60號駱駝漆大廈3座6樓T室,93552377,609,日式
響茶,柴灣,柴灣道350號樂軒臺地下317-318號舖,N/A,610,飲品
肥仔銘茶餐廳,新蒲崗,錦榮街9號地舖,35425028,611,港式/ 茶餐廳
森川弁当,九龍灣,宏照道6號鴻力工業中心B座地下B5號舖,98753261,612,日式
光榮冰室,尖沙咀,厚福街5-6號地下6號鋪,24226555,613,港式/ 茶餐廳
光榮冰室,深井,深井村54-55號地舖,24919550,614,港式/ 茶餐廳
光榮冰室,荃灣,兆和街18號地下,24919550,615,港式/ 茶餐廳
韓家韓國料理,觀塘,駿業街56號中海日升中心1樓G號舖,51743398,616,韓式
小食糖,尖沙咀,彌敦道132號美麗華廣場1期2樓206號舖,27717828,617,Cafe
民聲冰室,大坑,浣紗街16號地下,6902 2688,618,港式/ 茶餐廳
北方餃子源 西環店,西環,水街1號地下,2549 9001,619,中式
夏雪,大圍,積富街31號益富閣地下3號舖,55484270,620,Cafe
Hakawa Chocolate,中環,歌賦街49-51A號地下1B號舖,61633563,621,甜品
鳳鳴石磨腸粉,新蒲崗,彩虹道242號采頤花園商場地下899號舖,24880380,622,小食
㗎仔飯,旺角,西洋菜南街182號捷利大廈地下2號舖,70711402,623,日式
Second Draft,大坑,銅鑼灣道98號地舖,26560232,624,Cafe
八寸料亭,大坑,蓮花街3號地下,22176077,625,日式
All In Burger & Bar,大坑,新村街4A-7號新村樓地下B號舖,92110879,626,酒吧
Les pucelles,大坑,書館街26號地下,23469855,627,Cafe
16 Shell,天后,炮台山蜆殼街6-16號寶榮大廈地下B舖,39545918,628,Cafe
銀都冰室,香港仔,華富村華光樓707-708號,25510388,629,港式/ 茶餐廳
串Grill 自助燒烤專門店,旺角,廣華街2-20號翠苑大廈2二期10號舖,68865886,630,串燒
蛇王海,西環,西營盤第一街119號地下,25493326,631,港式/ 茶餐廳
文興記,西灣河,筲箕灣道57-87號太安樓地下A14號舖,25683998,632,港式/ 茶餐廳
New York Club,大坑,書館街24號地下,65300288,633,泰式
貓之眼,灣仔,汕頭街24號地舖,28918986,634,日式
大埔煮廚,大埔,鄉事會街8號大埔墟街市及熟食中心2樓CFS16號舖,52926266,635,港式/ 茶餐廳
轉角,屯門,屯利街1號華都商場1樓2-3號舖,34603565,636,Cafe
仨點仨,天水圍,天秀路8號天一商場1樓1055號舖,N/A,637,飲品
仨點仨,屯門,屯門鄉事會路2A號H.A.N.D.S A區1樓A149號舖,N/A,638,飲品
呦呦鹿鳴布丁燒,葵芳,葵富路7號葵涌廣場3樓TOP世界3069-T5-T6號舖,91767426,639,甜品
巴別橋地道燒烤,大坑,安庶庇街16號地下,51002209,640,串燒
釜之魂釜飯專門店,九龍灣,牛頭角道77號淘大商場三期地下G286-288號舖,23666028,641,日式
Casky,灣仔,駱克道20-24號金星大廈地下1號舖,21160624,642,酒吧
御千丼,大埔,翠樂街11號美豐花園地下15號舖,93129658,643,日式
Layback Cafe & Bar,尖沙咀,加連威老道41號C-D嘉威大厦4樓B室,65771322 (WhatsApp),644,酒吧
Sora Cafe,元朗,鳳攸北街5-7號順豐大廈地下37號舖,94579299,645,Cafe
水手快餐店,石硤尾,窩仔街1-13號仁寶大廈地下,27778017,646,快餐
森堡美食,天水圍,天湖路1號嘉湖新北江商場1樓C43A號舖,24466884,647,小食
長洲角酪,長洲,新興街78號地舖,68878086,648,Cafe
麴町,元朗,教育路3-7號富好大廈地下9號舖,52662733,649,日式
Amour Corner,旺角,砵蘭街106號地下,21161979,650,西式
泰風佳味海南雞,旺角,上海街557號旺角綜合大樓2樓旺角熟食市場2號舖,68735343,651,泰式
後街牛扒,灣仔,交加里7號永成大廈地下A舖,N/A,652,西式
糖兄弟甜品屋,柴灣,柴灣道350號樂軒臺419號地舖,27903900,653,甜品
寮居酒屋,西灣河,海寧街8號地下2號舖,37065849,654,日式
興華茶餐廳,柴灣,興華村二期和興樓203-204室,25576129,655,港式/ 茶餐廳
雪瀛手作,北角,電氣道233號城市中心地下83號舖,57401085,656,甜品
YOLO Cafe,銅鑼灣,駱克道522號3樓,56161214,657,Cafe
好味雞蛋仔,藍田,匯景廣場5樓293號舖,N/A,658,小食
必食站 沙田店,沙田,銀城街1號置富第一城街市M2-3號舖,26680188,659,港式/ 茶餐廳
站 Station,西環,西營盤皇后大道西414號地下5號舖,57630709,660,飲品
The Cool Cousins Cafe & Noodle Bar,觀塘,開源道60號駱駝漆大廈第三期11樓J室,34254611,661,Cafe
Cafe Zense,銅鑼灣,謝斐道460-462號楊耀熾商業大廈4樓,28922249,662,Cafe
Seoulmate Cafe,銅鑼灣,駱克道491-499號京都廣場4樓,21046788,663,Cafe
N.O.T. Specialty Coffee,銅鑼灣,軒尼詩道500號希慎廣場9樓,21513822,664,Cafe
N.O.T. Specialty Coffee,銅鑼灣,希慎道33號利園1期2樓212號舖,21519712,665,Cafe
洪強原味清湯腩咖喱專門店,屯門,青葵徑5號地舖,65313795,666,港式/ 茶餐廳
現 Cafe Gen,北角,錦屏後街31A號東發大廈B座地舖,N/A,667,Cafe
上海天龍樓,香港仔,舊大街58-62號C舖,28736403,668,中式
越翠苑,荃灣,德士古道36-60號東亞花園地下A101B號舖,27721299,669,越南菜
迷湯肉骨茶專門店,側魚涌,海堤街18號地下D5號舖,23250082,670,星馬菜
新曼谷泰國菜館,灣仔,軒尼詩道366號,25758981,671,泰式
珍煮丹,尖沙咀,加拿分道16號金輝大廈地下E2舖 (門口設於金馬倫道�琤芼�行對面),28952722,672,飲品
和記餐廳,灣仔,謝斐道392-402號維新大廈地下E舖,28939880,673,港式/ 茶餐廳
明記咖啡糖水小食,西灣河,西灣河街114號地下（此店與西灣河街138號地下的「明記甜品」並無關係）,25601150,674,甜品
適雅餐廳,上水,符興街35-39號,26392286,675,酒吧
醋娘子,上環,永樂街139號地下B舖,24709070,676,中式
Davinci Cook,將軍澳,坑口村33號,,677,西式
熊屋 刺身 料亭,將軍澳,坑口村31號地下,26516822,678,日式
屏欣仔傾下計,元朗,屏山屏廈路65號屏欣商場鮮匯站·屏欣地下MK12號舖,63506809 / 53226845,679,甜品
茶芝味,葵芳,葵富路7號葵涌廣場1樓B07號舖,39545588,680,飲品
棋吧,旺角,登打士街36號�瓻簞虓~中心12樓,94975070,681,Cafe
Reactors Coffee,沙田,銀城街1-2號置富第一城地下G92號舖,26559333,682,Cafe
Fast Taste,長沙灣,元州街482-492號金碧閣地下4號舖,91233262,683,快餐
Sean Cafe,銅鑼灣,謝斐道535號Tower 535地下1號舖,66769679,684,Cafe
初心,旺角,彌敦道688號旺角中心1期2樓SA28A號舖,N/A,685,飲品
黑金堂,尖沙咀,加拿芬道45-47號宏生大廈地下D2號舖,,686,飲品
1523釗級廚房,元朗,馬田路38號怡豐花園地下18號舖,24434520,687,西式
至尊雲吞麵雞煲,元朗,昌盛徑18號元通樓地下4號舖,34623107,688,火鍋
Shack Tapazaka,銅鑼灣,耀華街1-1A號地下,25556058,689,酒吧
任你點車仔麵,深水埗,福華街147號地下,24883338,690,港式/ 茶餐廳
.TAPS,西貢,市場街34號地下,97606824,691,Cafe
上咖啡,筲箕灣,筲箕灣道361號利嘉中心1樓,27757755,692,Cafe
令和居酒屋,旺角,洗衣街111-127號建煌華廈2期地舖,60818823,693,日式
四季甜品-外賣王,元朗,鳳攸南街3號好順景大廈地下21號舖,6422 2611 / 6633 0860,694,甜品
申子居酒屋,旺角,黑布街74-76號藝興大廈地下1號舖,59989188,695,日式
和記餐廳,西灣河,聖十字徑38號鴻恩大廈地下7號舖,25676338 / 25676340,696,港式/ 茶餐廳
Caviar Bar & Restaurant,尖沙咀,尖沙咀天文臺圍2-4號LG樓,27232711,697,酒吧
媽子豆花,葵涌,石蔭路2號地舖,N/A,698,甜品
蒙麵,紅磡,差館里9-15號協輝大廈地下1號舖,23638166,699,港式/ 茶餐廳
全記點心專門店,荃灣,兆和街16號地舖,37052925,700,中式
Tea one 壹茶 石門店,沙田,石門安群街1號京瑞廣場二期1樓118A1號舖,5542 4608 (WhatsApp),701,飲品
秋山和食屋,太子,西洋菜北街328號地舖,23361280,702,日式
真之味,葵涌,榮芳路65號美豐大廈地下11號舖,66946855,703,日式
高哥一Cook,元朗,鳳攸南街9號好順利大廈1座地下1C&D號舖,N/A,704,中式
野武士燒酎吧,尖沙咀,天文臺圍10-12號地下2號舖,,705,酒吧
鳥語,尖沙咀,厚福街12-12A號藍馬商業大廈10樓,54254733,706,日式
Morokok,旺角,登打士街56號家樂坊8樓801號舖,23631882,707,泰式
Express Bar By Lassana 金鐘店,金鐘,添美道1號中信大廈2樓205號舖,3426 4556,708,Cafe
Blue House,大埔,翠怡街3號翠怡花園地下13號舖,98484290,709,日式
白鬚旗艦店,西貢,灣景街9號地舖,27203168,710,其他
南記冰室 葵涌店,葵涌,葵昌路72-76號Life@KCC地下03-04號舖,6516 9990,711,港式/ 茶餐廳
89,深水埗,欽州街37號西九龍中心8樓美食廣場9號舖,63899833,712,港式/ 茶餐廳
Coffee Chemistry,葵涌,葵昌路51號九龍貿易中心2座2樓B2號舖,27791828,713,Cafe
星星 Pho Cha,佐敦,文英街18號文英樓地下,26872128,714,越南菜
Cafe Swan 咖啡灣,荃灣,眾安街68號荃灣千色匯II期地下G30-G33號舖,34811883,715,西式
Cafe Swan 咖啡灣,太和,太和路15號太和中心9號舖,23872008,716,西式
Cafe Swan 咖啡灣,粉嶺,新運路33號粉嶺中心2樓219-221號舖,36192450,717,西式
滑蛋仔,柴灣,小西灣道23號富怡花園地下43號舖,66803195,718,日式
強記美食,灣仔,駱克道382號莊士企業大廈地下,25725207,719,港式/ 茶餐廳
今和壽司,尖沙咀,柯士甸路15B嘉華大廈G/B02鋪,3590 4818,720,日式
鮪世市場,將軍澳,常寧路2號TKO Gateway東翼地下EF09號舖,23273368,721,日式
茶丼家,屯門,龍門路43號龍門居地下121號舖,55433660,722,飲品
Meowcastlehk 貓喵堡,尖沙咀,寶勒巷27號東匯商業大廈7樓,6251 2147,723,Cafe
治癒菓子Healing Bakery,側魚涌,英皇道901號英麗閣地下D1號舖,5541 2850,724,甜品
TAP The Ale Project,荃灣,白田壩街45號南豐紗廠3樓302號舖,23312621,725,酒吧
輝煌快餐店,半山,半山堅道147A地下,25492989,726,快餐
多寶雞蛋仔,元朗,擊壤路9號金寶大廈地下11號舖,95504855,727,小食
JMT Coffee,西環,西營盤薄扶林道19號地舖,,728,Cafe
班戟館,屯門,井財街9號地下20B號舖,51856114,729,甜品
盛記盆菜&盛記麵家,沙田,瀝源熟食中心5號舖,26926611,730,港式/ 茶餐廳
甜記餃子,長沙灣,昌華街23號富華廣場19號地舖,63602640,731,港式/ 茶餐廳
Nectar,中環,荷李活道108號聚賢居地下D號舖,2873 3353,732,Cafe
Urban Cafe,旺角,彌敦道566-568A號僑建大廈2樓,68326990,733,Cafe
大丼家燒烤牛丼專門店,荃灣,眾安街68號荃灣千色匯II期地下G1-2號舖,26169611,734,日式
BullDog Hotdog,大埔,廣福道60-62號地下C舖,26082523,735,快餐
BullDog Hotdog,大埔,安祥路2號李福林體育館地庫,26082523,736,快餐
Spring field,灣仔,汕頭街25號地舖,25129622,737,小食
十下,銅鑼灣,登龍街28號永光中心2樓,35204111,738,火鍋
ATUM Restaurant,尖沙咀,河內道18號K11購物藝術館1樓101B號舖,35861959,739,西式
青花,旺角,奶路臣街17號The Forest 1樓107-108號舖,3468 2558,740,泰式
蝦麵店,灣仔,蘭杜街2號麗都大廈4號地舖,25200268,741,星馬菜
蝦麵店,側魚涌,海光街7-9號龍景大廈地下5C號舖,28661883,742,星馬菜
蝦麵店,荃灣,楊屋道1號荃新天地一期1樓108及110號舖,27846011,743,星馬菜
蝦麵店,銅鑼灣,軒尼斯道500號希慎廣場11樓1109號舖,N/A,744,星馬菜
食得喜小廚,荃灣,西樓角街荃昌中心地下14-17舖,24170808,745,港式/ 茶餐廳
桔梗,旺角,砵蘭街160號地下至2樓,2787 7328,746,西式
Koko Coffee Roasters / GoodDay Cafe,荃灣,白田壩街45號南豐紗廠六廠G09,2499 7255 6310 9268,747,Cafe
三多 太和店,太和,翠樂街11號美豐花園地下1號舖,54022024,748,快餐
Bánh Mì Kitchen,觀塘,海濱道83號One Bay East東翼Citi Tower 1樓E5號舖,23660075,749,西式
人和荳品廠 銅鑼灣>店,銅鑼灣,渣甸街55號,28084738,750,小食
嘉寶漢堡,尖沙咀,金巴利道78號金輝閣地下A號舖,95214405,751,快餐
Cosmos Restaurant & Bar,尖沙咀,寶勒巷27號東滙商業大厦地舖,29482828,752,酒吧
孖寶車仔麵,荃灣,大壩街63號地下4號舖,N/A,753,港式/ 茶餐廳
茶渟,土瓜灣,譚公道65號地下D號舖,92843154,754,飲品
Cafe Sausalito,深水埗,大南街201號地舖,36893292,755,Cafe
Hungry Korean 將軍澳>新都城店,將軍澳,貿業路8號新都城中心2期UG樓005號舖,2505 6888,756,韓式
東屋台,屯門,良德街8號珀御地下G09號舖,55933139,757,日式
東屋台,屯門,屯門龍門路43號龍門居50號地舖,56168368,758,日式
焰手卷,天后,電氣道83號利景閣地下2號舖,60890103,759,日式
悠 定食屋,柴灣,怡順街6號柴灣體育館1樓,94410951,760,日式
Valérie,新蒲崗,大有街2-4號旺景工業大廈7樓C室,35656765,761,餅店
咖啡空間,北角,電氣道233號城市花園商場14座1樓95-96號舖,37052595,762,Cafe
越南屋,大埔,南盛街1號地舖,36895177,763,越南菜
神-火山石牛扒專門店,元朗,教育路103號鴻運樓2號地舖,34643716,764,日式
幸福駅 Sweet Bandott,山頂,山頂道128號凌霄閣2樓202號舖,2234 5123,765,Cafe
同興堂涼茶,西灣河,筲箕灣道170號地下B號舖,N/A,766,飲品
咖啡綠茶,旺角,西洋菜南街38-40號萬高商業大廈3樓,24681518,767,飲品
N1 Coffee & Co.,尖沙咀,麼地道34號地下G舖,35684726,768,Cafe
新記小食,深水埗,長沙灣道1號E舖,34604537,769,小食
蒲點,慈雲山,毓華里28號萬寶大廈地下6號舖,93877543,770,Cafe
Paper and Veggle,九龍塘,浸會大學邵逸夫樓4樓403室 (舊校舍),3565 5077,771,西式
樂園,尖沙咀,北京道65-69號環球商業大廈2樓205-06室,27393039,772,Cafe
清玉,旺角,彌敦道688號旺角中心一期2樓SA29A,23520826,773,飲品
清玉,何文田,佛光街80號何文田廣場地下7號舖,23522077,774,飲品
清玉,元朗,青山公路24-32號34B地舖,N/A,775,飲品
本味食堂,馬鞍山,鞍祿街18號MOSTown Street新港城中心大街(3期)地下12號舖,25632988,776,日式
炎鳥羽,尖沙咀,厚福街12-12A號藍馬商業大廈17樓,28110777,777,日式
漁匠屋,屯門,井財街21號協邦大廈地舖,36115291,778,日式
麺処一家,尖沙咀,厚福街11號地舖,23601212,779,日式
囍筷,銅鑼灣,禮頓道128-138號希雲大廈地下2號舖,23381669,780,台式
農民泰菜,沙田,橫壆街1-15號好運中心3樓186-192號舖,22051688,781,泰式
麗江雲南米線,天水圍,天湖路1號嘉湖新北江商場一期1樓C45A號舖,24470999,782,港式/ 茶餐廳
齊柏林熱狗店 Zeppelin Hot Dog Shop,元朗,鳳攸東街9號好順意大廈A座地下40號舖,52828720,783,快餐
有得餃,元朗,建業街47號地下,24493389,784,港式/ 茶餐廳
串燒站,屯門,湖翠路2號美樂花園地下59B舖,34824436,785,串燒
橫濱水手,觀塘,成業街7號東廣場地下G53A號舖,90894898,786,日式
車麵館,灣仔,莊士敦道214-216號地下3A-3B號舖,34834882,787,港式/ 茶餐廳
Pizza Plus+,屯門,石排頭路7號德雅工業中心A座地下E1-E2號舖,35291656,788,西式
生隆餅家,深水埗,北河街68號地下,23601359,789,餅店
竹地小館,油麻地,廣東道838號金冠樓地下,36145672,790,港式/ 茶餐廳
螢火蟲小食,將軍澳,慧安商場A134舖,N/A,791,小食
鶴亀,尖沙咀,漢口道19-21號漢宜大廈地下L號舖,51158979,792,日式
風尚台灣小吃,天后,電氣道39號地下,28698801,793,台式
威威美食,屯門,青翠徑9號多寶商場地下9號舖,51102908,794,小食
Doux,旺角,彌敦道726號18樓,28082520,795,甜品
1仔冰室,紅磡,必嘉街92-112號紅磡灣中心地下9C號舖,31188111,796,港式/ 茶餐廳
走肉蔬食研究所,荔枝角,長義街9號D2 Place 1期3樓302號舖,36197581,797,素食
山旮旯,銅鑼灣,摩理臣山道84-86號香港銅鑼灣太平洋帆船酒店地下,28712269,798,Cafe
泰之味╱窩心糖水站,上環,皇后大道中345號上環市政大廈熟食中心2樓CF16號舖,55872645,799,泰式
金寶冰廳,新蒲崗,康強街53號地下,23207684,800,港式/ 茶餐廳
水飯鏜,屯門,屯利街1號華都商場1樓65號舖,36197264,801,港式/ 茶餐廳
LC-Tea,屯門,屯門鄉事會路112-140號雅都商場Go Go Mall地下S01號舖,67056172,802,飲品
The Vege Lab,觀塘,觀塘道396號毅力工業中心10S (只限預約取貨 不設門市現售),5332 6500,803,素食
上海美食 元朗>店,元朗,牡丹街合益廣場B47號舖,N/A,804,中式
Focus,馬鞍山,鞍祿街18號MOSTown Street新港城中心大街(2期)地下23-26號舖,28081616,805,Cafe
ABC餅屋,灣仔,皇后大道東255號地舖,25440301,806,餅店
35座車仔麵,牛頭角,牛頭角道3號得寶商場地下A1 號鋪,66791218,807,港式/ 茶餐廳
手卷屋,藍田,匯景道8號匯景廣場5樓183-187D號舖,51113431,808,日式
水門雞飯,元朗,教育路24-36號百宜樓地下A號舖,23828889,809,泰式
水門雞飯,大埔,汀角路11號地舖,28388171,810,泰式
水門雞飯,尖沙咀,金馬倫道18號萬勤商業大廈地舖,23698128,811,泰式
Usweet,香港大學,香港大學綜合樓3B鋪,92302908,812,Cafe
赤壽司剌身專門店,屯門,龍門居80號地舖,34820228,813,日式
Relive & Cakes Studio,荔枝角,青山道489-491號香港工業中心A 座( 只限預約),60904099,814,Cafe
營業部,深水埗,欽州街37號西九龍中心8樓8F35舖,51328161,815,日式
時時食,元朗,合益路10-28號好景洋樓地下8號舖,67710677,816,小食
合發茶餐廳,旺角,廣東道981號地下,23880562,817,港式/ 茶餐廳
Mimila,沙田,沙田正街18號新城市廣場1期7樓704號舖,24789398,818,星馬菜
我想和你無所事事,將軍澳,唐德街9號POPCORN 2期 1樓F96號舖,27777052,819,飲品
享樂•煮意,油麻地,彌敦道487號Casa Hotel 2樓,37587788,820,西式
肥仔海南雞,元朗,鳳攸北街5號順豐大廈地下31號舖,56240093,821,星馬菜
千の味刺身壽司專門店,大圍,積運街海福花園商場地下31-C1地舖,26984343,822,日式
德國熱狗,何文田,窩打老道67號D Shop C,26244002,823,快餐
Sinbad Coffee Roasters,觀塘,海濱道90號地下2號舖,,824,Cafe
孖寶薄餅屋,慈雲山,毓華里28號萬寶大廈1A舖,2320 9188,825,西式
Paper & Coffee,沙田,香港中文大學龐萬倫學生中心2樓,24832466,826,Cafe
川崎浦.幸茶舍,屯門,田景路31號良景廣場地下良景市集112號舖,,827,飲品
幸茶舍,屯門,欣田邨欣田街市 D36 號舖,N/A,828,飲品
幸茶舍,沙田,小瀝源路68號廣源邨廣源市場地下72號舖,,829,飲品
清玉,太子,彌敦道761號藍馬之城地下1號舖,N/A,830,飲品
滿記咖啡奶茶,將軍澳,翠林新城2樓匯翠坊37號舖,6915 9742,831,飲品
膳心小館,九龍灣,彩霞道55號彩頤居地舖,82002727,832,中式
Donut's Baba,旺角,西洋菜南街2A號銀城廣場地庫B78號舖,90327341,833,小食
魚鍋小甜甜,筲箕灣,筲箕灣東大街114號地舖,29676868,834,港式/ 茶餐廳
日常料理,旺角,彌敦道575號Ladder Dundas5樓,55296082,835,港式/ 茶餐廳
勤記潮州食家,元朗,教育路88號寶城大廈地下5A號舖,34890108,836,中式
好豆製研究所,元朗,鳳翔路63號金馬大廈地下12號舖,N/A,837,其他
Bello Dining,天水圍,天秀路8號天一商城2樓2008號舖,28992887,838,西式
熨烤達人 鑽石山店,鑽石山,荷里活廣場三樓320B舖,2338 3370,839,日式
魚鍋小甜甜,筲箕灣,望隆街14號地舖,29676868,840,港式/ 茶餐廳
任你點車仔麵,灣仔,駱克道139號地舖,36187551,841,港式/ 茶餐廳
太平飯店,北角,渣華道124號地下D舖,31073797,842,中式
I Love 戟 - 班戟專門店,筲箕灣,東大街76號地下C號舖,N/A,843,甜品
聚CHILL,屯門,井財街15號金銘大廈地下14號舖,93050579,844,Cafe
彩虹煮意,屯門,青河坊2號麗寶商場地下4-5舖,52373212,845,Cafe
No Boundary,銅鑼灣,希雲街9號地下,22199488,846,Cafe
Alternative cafe,佐敦,吳松街191號突破書廊地舖,65137994,847,Cafe
寶膳餐廳,鴨脷洲,鴨脷洲大街117號地舖,28701588,848,港式/ 茶餐廳
小松鼠,元朗,馬田路38號怡豐花園A座地舖,55303703,849,Cafe
天天燒鵝皇,天水圍,天湖路1號嘉湖新北江商場1樓C1號舖,64489480,850,港式/ 茶餐廳
那個ㄋㄚˋ ㄍㄜ,大角咀,埃華街116-118號大英樓地下8A舖,27911077/27911066,851,台式
海雲台,長洲,新興街45號地舖,29818330,852,Cafe
Cool 2,深水埗,西九龍中心8樓806,N/A,853,Cafe
13 Thirteen,灣仔,柯布連道9-13號建利大廈地下13號舖,57107271,854,小食
上海榮華川菜館,觀塘,崇仁街15號地下,23410583,855,中式
大雞大超級雞排,屯門,屯門鄉事會路2A號 H.A.N.D.S S區1樓S-112號舖,╱,856,小食
大雞大超級雞排,屯門,屯門鄉事會路2A號 H.A.N.D.S S區1樓S-112號舖,╱,857,小食
小重慶,柴灣,柴灣道350號樂軒臺地下211號舖,91403928,858,中式
火車頭酸辣小窩,長洲,新興街36號地下,29812022,859,港式/ 茶餐廳
火滾肥牛海鮮湯鍋專門店,長沙灣,青山道422-428號秋創商業大廈地庫,2741 3328,860,火鍋
生龍清湯腩,荃灣,荃灣兆和街28號地下,26159222,861,港式/ 茶餐廳
Galaxy SS Cafe,尖沙咀,赫德道4號5樓 (Hotel Hart上面),3468 2732,862,Cafe
味之樂,葵芳,葵富路7號葵涌廣場2樓C11A號舖,,863,小食
元朗鬼巴士 旺角店,旺角,弼街67號地下C舖 (只限旺角店 同名藍田店為藍店),5741 5222,864,小食
籽樂廚房,尖沙咀,山林道38號銀座38 3樓,26680450,865,西式
安安燒,旺角,染布房街6號地舖,26172220,866,串燒
安安燒,筲箕灣,南安街93號鯉景大廈地下A舖,23071900,867,串燒
火鍋撚,旺角,染布房街6號1樓,23361098,868,火鍋
火鍋撚,中環,雲咸街46-48號雲明行3樓,93638980,869,火鍋
尚上下夏 - 養生雞煲火鍋,尖沙咀,山林道23號地下,24702668,870,火鍋
Bistro Bon 地中海休閒餐廳,九龍塘,聯福道32號吳多泰博士國際中心地下,26280330,871,西式
The Espresso Room,銅鑼灣,新會道6-10號地下g95店,N/A,872,Cafe
焱丸水產,尖沙咀,棉登徑23號華楓大廈地下5&6號舖,26548200,873,日式
順發粉麵,鴨脷洲,鴨脷洲村利添樓地下,62029275,874,港式/ 茶餐廳
滿記冰室,元朗,水車館里11號地下,28810862,875,港式/ 茶餐廳
滿腹食堂,大埔,安慈路4號昌運中心地下83-84號舖,25632388,876,日式
蒜爆王 東涌店,東涌,逸東街8號逸東商場香港街市地下2號舖,N/A,877,港式/ 茶餐廳
龍拉麵,屯門,德政圍16-34號海盛大廈地下11號地舖,N/A,878,日式
龍城冰室,牛頭角,牛頭角道55號利基大廈地下C舖,21119851,879,港式/ 茶餐廳
龍城冰室,觀塘,駿業街56號中海日升中心地下A號舖,21111982,880,港式/ 茶餐廳
龍城冰室,銅鑼灣,謝斐道500號維安商業大廈地舖,22345222,881,港式/ 茶餐廳
麵尊,上環,蘇杭街22-24號1號舖,28510626,882,日式
麵尊,銅鑼灣,登龍街18號V Point地下5號舖,23263062,883,日式
櫻花樹下,天水圍,天湖路1號嘉湖新北江商場1樓C41C號舖,64204555,884,日式
貓店街,旺角,西洋菜南街1A號百寶利商業中心14樓1401室,62211779,885,Cafe
Cafe Koinonia,沙田,圓洲角路15-17號翠麗花園地下2號舖,91677955,886,Cafe
G.A.C. Home Cafe & Restaurant,銅鑼灣,摩頓臺25號地舖,97283890,887,Cafe
燒魂一,尖沙咀,漆咸道南57-59號金馬倫中心2樓,23666072,888,串燒
L' Tea Room,尖沙咀,宜昌街6號2樓,23450690,889,Cafe
Preface Coffee,天后,琉璃街7號柏景中心地舖,27777821,890,Cafe
